,id,original_title,budget,vote_count,vote_average,revenue,genres,runtime,popularity,profit,release_data
33,9598,Babe,30000000.0,756.0,6.0,254134910.0,"[' Fantasy', ' Drama', ' Comedy', ' Family']",89.0,14.404764000000002,224134910.0,1995-07-18
34,47018,Carrington,0.0,16.0,6.4,0.0,"[' History', ' Drama', ' Romance']",121.0,1.4933610000000002,0.0,1995-11-08
35,687,Dead Man Walking,11000000.0,350.0,7.3,39363635.0,[' Drama'],122.0,6.891317,28363635.0,1995-12-29
36,139405,Across the Sea of Time,0.0,2.0,3.5,0.0,"[' Adventure', ' History', ' Drama', ' Family']",51.0,0.114469,0.0,1995-10-20
37,33689,It Takes Two,0.0,149.0,6.1,0.0,"[' Comedy', ' Family', ' Romance']",101.0,7.777735000000001,0.0,1995-11-17
38,9603,Clueless,12000000.0,828.0,6.9,0.0,"[' Comedy', ' Drama', ' Romance']",97.0,9.882383,-12000000.0,1995-07-19
39,34615,"Cry, the Beloved Country",0.0,13.0,6.7,676525.0,[' Drama'],106.0,0.894647,676525.0,1995-12-15
40,31174,Richard III,0.0,50.0,6.9,0.0,"[' Drama', ' War']",104.0,4.561387,0.0,1995-12-29
41,11443,Dead Presidents,10000000.0,80.0,6.6,0.0,"[' Action', ' Crime', ' Drama', ' History']",119.0,9.87957,-10000000.0,1995-10-06
42,35196,Restoration,19000000.0,30.0,6.3,0.0,"[' Drama', ' Romance']",117.0,10.979269,-19000000.0,1995-12-29
43,9312,Mortal Kombat,18000000.0,452.0,5.4,122195920.0,"[' Action', ' Fantasy']",101.0,10.870138,104195920.0,1995-08-18
44,577,To Die For,20000000.0,177.0,6.7,21284514.0,"[' Fantasy', ' Drama', ' Comedy', ' Thriller']",106.0,10.448481,1284514.0,1995-05-20
45,11861,How To Make An American Quilt,10000000.0,38.0,6.5,23574130.0,"[' Drama', ' Romance']",116.0,4.485958,13574130.0,1995-10-06
46,807,Se7en,33000000.0,5915.0,8.1,327311859.0,"[' Crime', ' Mystery', ' Thriller']",127.0,18.45743,294311859.0,1995-09-22
47,10530,Pocahontas,55000000.0,1509.0,6.7,346079773.0,"[' Adventure', ' Animation', ' Drama', ' Family']",81.0,13.280069000000001,291079773.0,1995-06-14
48,8391,When Night Is Falling,0.0,10.0,5.9,0.0,"[' Drama', ' Romance']",96.0,3.302524,0.0,1995-05-05
49,629,The Usual Suspects,6000000.0,3334.0,8.1,23341568.0,"[' Drama', ' Crime', ' Thriller']",106.0,16.302466,17341568.0,1995-07-19
50,117164,Guardian Angel,0.0,3.0,6.3,0.0,"[' Action', ' Thriller', ' Drama']",93.0,0.595949,0.0,1994-11-22
51,11448,Mighty Aphrodite,15000000.0,145.0,6.7,6700000.0,"[' Comedy', ' Romance']",95.0,15.899134,-8300000.0,1995-09-13
52,49133,Lamerica,0.0,11.0,7.7,0.0,"[' Drama', ' Foreign']",116.0,1.361286,0.0,1994-01-01
53,26441,The Big Green,0.0,41.0,5.2,0.0,"[' Action', ' Adventure', ' Comedy', ' Family']",100.0,5.9827639999999995,0.0,1995-09-29
54,97406,Georgia,0.0,15.0,6.1,0.0,[' Drama'],115.0,4.093443,0.0,1995-05-19
55,124057,Kids of the Round Table,0.0,1.0,3.0,0.0,[],89.0,0.307075,0.0,1997-07-08
56,9089,Home for the Holidays,0.0,39.0,6.3,17519169.0,"[' Comedy', ' Drama', ' Romance']",103.0,8.416802,17519169.0,1995-11-02
57,11010,Il postino,0.0,181.0,7.6,0.0,"[' Comedy', ' Drama', ' Romance']",108.0,10.168436999999999,0.0,1994-09-22
58,99040,Le confessionnal,0.0,2.0,6.5,0.0,"[' Thriller', ' Drama', ' Mystery']",100.0,0.12078900000000001,0.0,1995-09-29
59,11359,The Indian in the Cupboard,45000000.0,136.0,5.9,0.0,"[' Adventure', ' Family', ' Fantasy']",96.0,10.673296,-45000000.0,1995-07-14
60,17182,Eye for an Eye,20000000.0,65.0,5.8,0.0,"[' Drama', ' Thriller']",101.0,4.733526,-20000000.0,1996-01-12
61,2054,Mr. Holland's Opus,0.0,115.0,6.9,106269971.0,"[' Music', ' Drama', ' Family']",137.0,7.137117,106269971.0,1995-12-29
62,10607,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,0.0,192.0,6.2,0.0,[' Comedy'],89.0,11.700115,0.0,1996-01-12
63,19760,Two If by Sea,0.0,14.0,4.5,0.0,"[' Comedy', ' Romance']",96.0,2.174487,0.0,1996-01-12
64,9536,Bio-Dome,15000000.0,110.0,4.4,0.0,[' Comedy'],88.0,6.387469,-15000000.0,1996-01-12
65,11525,Lawnmower Man 2: Beyond Cyberspace,0.0,32.0,2.8,2409225.0,"[' Action', ' Science Fiction']",92.0,2.49535,2409225.0,1996-01-12
66,40628,Two Bits,0.0,11.0,5.4,0.0,"[' Drama', ' Family']",85.0,4.046208,0.0,1995-10-22
67,4482,Gazon maudit,0.0,43.0,6.0,0.0,"[' Comedy', ' Romance']",95.0,2.518051,0.0,1995-02-08
68,10634,Friday,3500000.0,513.0,7.0,28215918.0,[' Comedy'],91.0,14.56965,24715918.0,1995-04-26
69,755,From Dusk Till Dawn,19000000.0,1644.0,6.9,25836616.0,"[' Horror', ' Action', ' Thriller', ' Crime']",108.0,15.339153,6836616.0,1996-01-19
70,11859,Fair Game,50000000.0,54.0,4.1,11534477.0,"[' Action', ' Thriller', ' Romance']",91.0,5.912223,-38465523.0,1995-11-03
71,28387,Kicking and Screaming,0.0,36.0,7.0,718490.0,"[' Comedy', ' Drama', ' Romance']",96.0,3.3672760000000004,718490.0,1995-10-06
72,48750,Les misérables,0.0,8.0,6.6,0.0,"[' Drama', ' History']",175.0,1.4794459999999998,0.0,1995-03-22
73,20927,Bed of Roses,0.0,27.0,5.1,19030691.0,"[' Drama', ' Romance']",87.0,10.412194,19030691.0,1996-01-26
74,36929,Big Bully,15000000.0,16.0,3.9,2042530.0,"[' Comedy', ' Family']",90.0,2.936443,-12957470.0,1996-01-26
75,9102,Screamers,20000000.0,154.0,6.1,5781885.0,"[' Horror', ' Science Fiction']",108.0,12.758848,-14218115.0,1995-09-08
76,124626,Nico Icon,0.0,3.0,7.3,0.0,[' Documentary'],70.0,0.133893,0.0,1995-02-18
77,27526,The Crossing Guard,0.0,74.0,6.1,0.0,"[' Drama', ' Thriller']",111.0,5.756462,0.0,1995-11-15
78,9623,The Juror,44000000.0,91.0,5.5,0.0,"[' Drama', ' Thriller']",118.0,6.010579,-44000000.0,1996-02-02
79,46785,بادکنک سفید,0.0,20.0,7.5,0.0,"[' Family', ' Drama']",85.0,1.196256,0.0,1995-01-01
80,400,Things to Do in Denver When You're Dead,8000000.0,87.0,6.7,529766.0,"[' Drama', ' Crime']",116.0,4.486179,-7470234.0,1995-12-01
81,880,Antonia,900000.0,26.0,7.2,0.0,"[' Drama', ' Comedy']",102.0,2.030174,-900000.0,1995-09-12
82,146599,Once Upon a Time... When We Were Colored,0.0,2.0,4.5,0.0,"[' Romance', ' Drama']",115.0,0.252287,0.0,1996-01-26
83,188588,Last Summer in the Hamptons,0.0,0.0,0.0,0.0,[],108.0,0.531159,0.0,1995-11-22
84,8447,Angels and Insects,0.0,17.0,6.3,0.0,"[' Drama', ' Romance']",118.0,2.1516599999999997,0.0,1995-09-10
85,10534,White Squall,38000000.0,86.0,6.3,10300000.0,"[' Action', ' Drama']",129.0,9.568603999999999,-27700000.0,1996-02-02
86,17414,Dunston Checks In,16000000.0,59.0,5.1,0.0,"[' Adventure', ' Comedy', ' Family']",88.0,4.814825,-16000000.0,1996-01-12
87,13997,Black Sheep,0.0,124.0,6.0,32.0,[' Comedy'],87.0,8.963037,32.0,1996-02-01
88,2086,Nick of Time,8169363.0,190.0,6.1,8175346.0,"[' Crime', ' Drama', ' Thriller']",90.0,6.848591000000001,5983.0,1995-11-22
89,61548,The Journey of August King,0.0,3.0,6.7,0.0,[' Drama'],91.0,0.41142399999999996,0.0,1995-09-14
90,9095,Mary Reilly,47000000.0,77.0,5.7,12379402.0,"[' Drama', ' Horror', ' Thriller', ' Romance']",104.0,12.866139,-34620598.0,1996-02-23
91,12158,Vampire in Brooklyn,14000000.0,113.0,4.5,19800000.0,"[' Comedy', ' Horror', ' Romance']",100.0,9.071127,5800000.0,1995-10-26
92,9283,Beautiful Girls,0.0,103.0,6.6,0.0,"[' Comedy', ' Drama', ' Romance']",112.0,4.670562,0.0,1996-02-09
93,9208,Broken Arrow,50000000.0,459.0,5.7,150270147.0,"[' Action', ' Adventure', ' Drama', ' Thriller']",108.0,14.957626000000001,100270147.0,1996-02-09
94,40154,A Midwinter's Tale,0.0,6.0,7.5,0.0,[' Comedy'],99.0,0.5133909999999999,0.0,1995-12-01
95,406,La Haine,3000000.0,695.0,7.9,0.0,[' Drama'],98.0,12.108196000000001,-3000000.0,1995-05-31
96,45549,Shopping,0.0,13.0,5.6,0.0,"[' Action', ' Adventure', ' Drama', ' Science Fiction', ' Thriller']",105.0,2.6576470000000003,0.0,1994-12-06
97,63076,Heidi Fleiss: Hollywood Madam,0.0,4.0,6.8,0.0,[' Documentary'],106.0,0.638211,0.0,1995-12-27
98,11062,City Hall,0.0,67.0,6.0,0.0,"[' Drama', ' Thriller']",111.0,4.8072230000000005,0.0,1996-02-16
99,13685,Bottle Rocket,7000000.0,285.0,6.8,560069.0,"[' Comedy', ' Crime', ' Drama']",91.0,6.904831,-6439931.0,1996-02-21
100,47475,Mr. Wrong,0.0,16.0,3.3,0.0,"[' Comedy', ' Romance']",96.0,3.329264,0.0,1996-02-16
101,2045,Unforgettable,18000000.0,22.0,5.3,0.0,"[' Drama', ' Mystery', ' Science Fiction', ' Thriller']",106.0,2.464425,-18000000.0,1996-02-23
102,9614,Happy Gilmore,12000000.0,767.0,6.5,41205099.0,[' Comedy'],92.0,9.592265,29205099.0,1996-02-16
103,688,The Bridges of Madison County,24000000.0,397.0,7.3,182016617.0,"[' Drama', ' Romance']",135.0,5.951077,158016617.0,1995-05-28
104,11907,Keiner liebt mich,0.0,5.0,5.1,0.0,"[' Drama', ' Comedy', ' Family']",104.0,1.015068,0.0,1994-11-07
105,10874,Muppet Treasure Island,0.0,93.0,6.5,34327391.0,"[' Action', ' Comedy', ' Music', ' Family', ' Adventure']",100.0,6.902423,34327391.0,1996-02-16
106,89333,Catwalk,0.0,2.0,7.0,0.0,[' Documentary'],95.0,0.976707,0.0,1995-12-08
107,197,Braveheart,72000000.0,3404.0,7.7,210000000.0,"[' Action', ' Drama', ' History', ' War']",177.0,20.755149,138000000.0,1995-05-24
108,103,Taxi Driver,1300000.0,2632.0,8.1,28262574.0,"[' Crime', ' Drama']",114.0,14.092713,26962574.0,1976-02-07
109,33542,紅番區,7500000.0,245.0,6.5,32392047.0,"[' Crime', ' Action', ' Comedy', ' Thriller']",91.0,12.314278,24892047.0,1995-01-30
110,43566,Before and After,35000000.0,37.0,5.8,0.0,"[' Drama', ' Thriller']",108.0,2.938293,-35000000.0,1996-02-23
111,71754,Margaret's Museum,0.0,2.0,7.5,0.0,[' Drama'],114.0,0.372697,0.0,1995-09-13
112,43612,Le Bonheur est dans le pré,13365000.0,23.0,7.0,0.0,[' Comedy'],106.0,1.254885,-13365000.0,1995-01-31
113,51352,Anne Frank Remembered,0.0,4.0,7.3,1.0,"[' Documentary', ' Drama', ' Foreign']",117.0,0.243986,1.0,1995-06-08
114,16934,The Young Poisoner's Handbook,0.0,19.0,6.9,0.0,"[' Comedy', ' Crime', ' Drama']",99.0,6.178497,0.0,1995-01-20
115,10324,If Lucy Fell,0.0,11.0,5.4,0.0,"[' Comedy', ' Romance']",92.0,2.891918,0.0,1996-03-08
116,78406,Steal Big Steal Little,25000000.0,7.0,5.1,6278139.0,"[' Comedy', ' Drama']",113.0,1.522412,-18721861.0,1995-09-29
117,55731,Race the Sun,0.0,21.0,5.2,0.0,"[' Action', ' Adventure', ' Comedy', ' Drama', ' Family']",100.0,1.317878,0.0,1996-03-22
118,32119,The Boys of St. Vincent,0.0,7.0,7.0,0.0,[' Drama'],90.0,0.86539,0.0,1992-12-06
119,11066,Boomerang,40000000.0,139.0,5.4,70100000.0,"[' Comedy', ' Romance']",117.0,6.506983,30100000.0,1992-06-30
120,11104,重慶森林,0.0,249.0,7.9,0.0,"[' Drama', ' Comedy', ' Romance']",102.0,6.778979,0.0,1994-07-14
121,37975,L'uomo delle stelle,0.0,29.0,6.8,0.0,"[' Drama', ' Romance']",113.0,1.702639,0.0,1995-09-21
122,2074,Flirting with Disaster,7000000.0,66.0,6.3,14702438.0,"[' Comedy', ' Romance']",92.0,5.579088,7702438.0,1996-03-22
123,44284,صمت القصور,0.0,3.0,4.3,0.0,[' Drama'],116.0,0.406754,0.0,1994-09-30
124,290157,Jupiter's Wife,0.0,0.0,0.0,0.0,[],87.0,0.001178,0.0,1995-01-01
125,110972,Pie in the Sky,0.0,2.0,7.0,0.0,"[' Comedy', ' Romance']",95.0,0.699066,0.0,1996-02-09
126,32622,Angela,0.0,9.0,5.6,0.0,"[' Comedy', ' Drama']",99.0,2.197439,0.0,1995-01-01
127,73067,Frankie Starlight,0.0,4.0,5.4,0.0,"[' Drama', ' Romance', ' War']",101.0,0.637554,0.0,1995-11-22
128,11863,Jade,50000000.0,45.0,5.1,9851610.0,"[' Action', ' Thriller', ' Mystery', ' Romance']",95.0,11.418917,-40148390.0,1995-10-13
129,55475,Nueba Yol,0.0,1.0,5.5,0.0,"[' Comedy', ' Drama', ' Romance']",102.0,0.29102100000000003,0.0,1995-08-16
130,124636,Sonic Outlaws,0.0,0.0,0.0,0.0,"[' Music', ' Documentary']",87.0,0.001838,0.0,1995-08-01
131,9101,Down Periscope,0.0,110.0,5.6,0.0,[' Comedy'],92.0,5.184977,0.0,1996-03-01
132,123360,From the Journals of Jean Seberg,0.0,2.0,6.5,0.0,[' Documentary'],97.0,0.276401,0.0,1995-09-08
133,5757,Man of the Year,0.0,2.0,3.8,209935.0,[' Comedy'],86.0,0.5404359999999999,209935.0,1995-09-15
134,39428,The Neon Bible,0.0,5.0,7.2,0.0,[' Drama'],91.0,0.370342,0.0,1995-08-23
135,124639,Target,0.0,0.0,0.0,0.0,[],122.0,0.0012050000000000001,0.0,1995-08-01
136,9302,Up Close & Personal,60000000.0,51.0,5.9,0.0,"[' Drama', ' Romance']",119.0,3.4027489999999996,-60000000.0,1996-03-01
137,11000,The Birdcage,31000000.0,303.0,6.7,185260553.0,[' Comedy'],117.0,6.499680000000001,154260553.0,1996-03-08
138,249882,Gospa,0.0,2.0,7.0,0.0,[' Drama'],125.0,0.9185040000000001,0.0,1995-10-12
139,16388,The Brothers McMullen,0.0,23.0,6.3,0.0,"[' Comedy', ' Drama', ' Romance']",98.0,2.039196,0.0,1995-08-09
140,9737,Bad Boys,19000000.0,1729.0,6.5,141407024.0,"[' Action', ' Comedy', ' Crime', ' Thriller']",118.0,9.262184,122407024.0,1995-04-07
141,30765,The Amazing Panda Adventure,0.0,31.0,5.0,0.0,"[' Action', ' Adventure', ' Drama', ' Family']",81.0,2.375865,0.0,1995-08-25
142,10474,The Basketball Diaries,0.0,472.0,7.2,0.0,"[' Drama', ' Crime']",102.0,7.415144000000001,0.0,1995-04-21
143,22279,An Awfully Big Adventure,4000000.0,11.0,6.0,851545.0,"[' Romance', ' Drama', ' Comedy']",113.0,0.922958,-3148455.0,1995-07-21
144,30157,Amateur,0.0,21.0,6.5,0.0,"[' Crime', ' Comedy', ' Drama', ' Thriller']",105.0,1.7590119999999998,0.0,1994-08-05
145,568,Apollo 13,52000000.0,1637.0,7.3,355237933.0,[' Drama'],140.0,18.761467,303237933.0,1995-06-30
146,34996,The Addiction,0.0,46.0,6.4,0.0,"[' Drama', ' Horror']",82.0,3.137285,0.0,1995-01-10
147,414,Batman Forever,100000000.0,1529.0,5.2,336529144.0,"[' Action', ' Crime', ' Fantasy']",121.0,13.321354000000001,236529144.0,1995-06-16
148,649,Belle de jour,0.0,163.0,7.3,0.0,"[' Drama', ' Romance']",101.0,10.142662,0.0,1967-05-24
149,1873,Beyond Rangoon,0.0,21.0,6.4,0.0,"[' Drama', ' Thriller']",100.0,2.04189,0.0,1995-05-24
150,5894,Blue in the Face,2000000.0,28.0,6.8,1275000.0,[' Comedy'],83.0,11.528147,-725000.0,1995-09-15
151,1775,Canadian Bacon,11000000.0,57.0,5.9,178104.0,"[' Action', ' Comedy']",91.0,5.391556,-10821896.0,1995-06-08
152,8839,Casper,50000000.0,1045.0,6.0,287928194.0,"[' Fantasy', ' Comedy', ' Family']",100.0,12.812539,237928194.0,1995-05-26
153,20649,Clockers,25000000.0,69.0,6.8,13071518.0,"[' Mystery', ' Crime', ' Drama']",128.0,4.558992,-11928482.0,1995-09-15
154,10329,Congo,50000000.0,214.0,5.0,152022101.0,"[' Action', ' Adventure', ' Drama', ' Mystery', ' Science Fiction', ' Thriller']",109.0,7.260574,102022101.0,1995-06-09
155,8963,Crimson Tide,53000000.0,508.0,7.0,157387195.0,"[' Action', ' Thriller', ' Drama']",116.0,8.657364999999999,104387195.0,1995-05-12
156,26564,Crumb,0.0,71.0,7.6,3174695.0,[' Documentary'],119.0,3.6203879999999997,3174695.0,1994-09-10
157,8068,Desperado,7000000.0,898.0,6.8,25405445.0,"[' Thriller', ' Action', ' Crime']",104.0,6.950458,18405445.0,1995-08-25
158,8512,Devil in a Blue Dress,27000000.0,88.0,6.3,16140822.0,"[' Drama', ' Mystery', ' Thriller']",102.0,4.646132,-10859178.0,1995-09-15
159,1572,Die Hard: With a Vengeance,90000000.0,2094.0,6.9,366101666.0,"[' Action', ' Thriller']",128.0,15.138855,276101666.0,1995-05-19
160,13552,The Doom Generation,0.0,57.0,5.6,0.0,"[' Action', ' Comedy', ' Crime', ' Drama']",80.0,7.120806,0.0,1995-10-27
161,259209,Feast of July,0.0,0.0,0.0,0.0,"[' Drama', ' Crime']",116.0,0.523575,0.0,1995-10-12
162,6520,First Knight,55000000.0,319.0,5.9,127600435.0,"[' Action', ' Adventure', ' Drama', ' Romance']",134.0,15.178338,72600435.0,1995-07-07
163,10428,Hackers,20000000.0,406.0,6.2,7563728.0,"[' Action', ' Crime', ' Thriller', ' Drama']",107.0,14.810519000000001,-12436272.0,1995-09-14
164,17447,Jeffrey,0.0,19.0,6.5,0.0,"[' Comedy', ' Drama', ' Romance']",92.0,3.196456,0.0,1995-08-18
165,9886,Johnny Mnemonic,25000000.0,380.0,5.5,19075720.0,"[' Adventure', ' Action', ' Drama', ' Science Fiction', ' Thriller']",97.0,11.715867999999999,-5924280.0,1995-05-26
166,9482,Judge Dredd,90000000.0,643.0,5.4,113493481.0,[' Science Fiction'],96.0,8.184814999999999,23493481.0,1995-06-30
167,19326,Jury Duty,0.0,34.0,4.0,17014653.0,"[' Comedy', ' Drama']",88.0,3.676921,17014653.0,1995-04-12
168,9344,Kids,1500000.0,280.0,6.8,7412216.0,"[' Drama', ' Crime']",91.0,4.877872,5912216.0,1995-07-28
169,9071,Living in Oblivion,500000.0,64.0,7.2,1148752.0,"[' Drama', ' Comedy']",89.0,10.058328999999999,648752.0,1995-01-20
170,8973,Lord of Illusions,0.0,87.0,5.9,0.0,"[' Mystery', ' Horror', ' Thriller']",119.0,4.102409,0.0,1995-08-25
171,15730,Love & Human Remains,0.0,7.0,7.0,0.0,"[' Comedy', ' Drama']",100.0,0.354014,0.0,1993-05-20
172,47608,Mad Love,0.0,27.0,5.5,15453274.0,"[' Drama', ' Family', ' Romance']",95.0,2.624771,15453274.0,1995-05-26
173,2293,Mallrats,6000000.0,400.0,6.8,2122561.0,"[' Romance', ' Comedy']",94.0,8.255469999999999,-3877439.0,1995-10-20
174,9070,Mighty Morphin Power Rangers: The Movie,15000000.0,153.0,5.2,66000000.0,"[' Action', ' Adventure', ' Science Fiction', ' Family', ' Fantasy']",92.0,7.024227000000001,51000000.0,1995-06-30
175,68274,Moonlight and Valentino,0.0,10.0,5.6,0.0,"[' Comedy', ' Drama', ' Romance']",100.0,1.01115,0.0,1995-09-29
176,48787,Mute Witness,2.0,36.0,6.4,1.0,"[' Thriller', ' Foreign']",95.0,2.466066,-1.0,1995-09-28
177,34574,Nadja,0.0,12.0,5.9,0.0,"[' Horror', ' Thriller']",93.0,7.720056,0.0,1994-09-13
178,1642,The Net,22000000.0,359.0,5.6,110627965.0,"[' Crime', ' Drama', ' Mystery', ' Thriller', ' Action']",114.0,13.304342000000002,88627965.0,1995-07-28
179,11472,Nine Months,0.0,171.0,5.5,69660733.0,[' Comedy'],103.0,8.482834,69660733.0,1995-07-12
180,36196,Party Girl,150000.0,14.0,5.8,472370.0,[' Comedy'],94.0,1.165039,322370.0,1995-06-09
181,11980,The Prophecy,8.0,139.0,6.4,16.0,"[' Fantasy', ' Horror', ' Thriller']",98.0,10.187623,8.0,1995-09-01
182,58372,Reckless,0.0,1.0,10.0,0.0,"[' Fantasy', ' Comedy', ' Drama']",91.0,0.11971300000000001,0.0,1995-11-17
183,32646,Safe,0.0,62.0,7.2,0.0,[' Drama'],119.0,8.180047,0.0,1995-06-23
184,10533,The Scarlet Letter,50000000.0,111.0,5.5,10382407.0,"[' Drama', ' History', ' Romance']",135.0,6.752119,-39617593.0,1995-10-13
185,56088,The Show,0.0,2.0,5.3,0.0,[' Documentary'],93.0,0.15959600000000002,0.0,1995-08-25
186,10802,Showgirls,45000000.0,261.0,4.9,20350754.0,[' Drama'],128.0,17.502375,-24649246.0,1995-09-22
187,10149,Smoke,7000000.0,115.0,7.2,8349430.0,"[' Comedy', ' Drama']",112.0,5.5529459999999995,1349430.0,1995-06-09
188,18402,Something to Talk About,0.0,60.0,5.7,50892160.0,[' Comedy'],106.0,3.743212,50892160.0,1995-08-04
189,9348,Species,35000000.0,457.0,5.5,113374103.0,"[' Science Fiction', ' Horror', ' Action']",108.0,13.492845,78374103.0,1995-07-07
190,139408,The Stars Fell on Henrietta,0.0,6.0,6.6,0.0,[' Drama'],109.0,0.913522,0.0,1995-09-15
191,281,Strange Days,42000000.0,334.0,6.8,7959291.0,"[' Crime', ' Drama', ' Science Fiction', ' Thriller']",145.0,11.223055,-34040709.0,1995-10-13
192,79593,The Tie That Binds,14000000.0,9.0,4.6,5780000.0,[' Thriller'],99.0,1.8204189999999998,-8220000.0,1995-09-08
193,47939,Three Wishes,0.0,18.0,6.1,7025496.0,"[' Drama', ' Fantasy']",115.0,11.002046,7025496.0,1995-10-27
194,36834,Total Eclipse,0.0,112.0,6.5,339889.0,"[' Drama', ' Romance']",111.0,4.546551999999999,339889.0,1995-11-02
195,9090,"To Wong Foo, Thanks for Everything! Julie Newmar",0.0,117.0,6.3,47774193.0,[' Comedy'],105.0,7.653446000000001,47774193.0,1995-09-07
196,3512,Under Siege 2: Dark Territory,60000000.0,217.0,5.6,104324083.0,"[' Action', ' Thriller']",100.0,7.490247,44324083.0,1995-07-13
